PRI_INDEX,ROUTING_SET,START_TIME,STOP_TIME,HOUR,MINUTE,Req,Sch,Schedule Tally Delta,Net
222,NetClaim Multiskill - Global,11/3/2022,11/4/2022,7,15,0.28,1,,0.72
223,NetClaim Multiskill - Global,11/3/2022,11/4/2022,7,30,1,1,,0
224,NetClaim Multiskill - Global,11/3/2022,11/4/2022,7,45,0,0,,0
225,NetClaim Multiskill - Global,11/3/2022,11/4/2022,8,0,5.74,4,,-1.74
226,NetClaim Multiskill - Global,11/3/2022,11/4/2022,8,15,7.91,5,,-2.91
227,NetClaim Multiskill - Global,11/3/2022,11/4/2022,8,30,7.74,5,,-2.74
228,NetClaim Multiskill - Global,11/3/2022,11/4/2022,8,45,10.11,5.93,,-4.18
229,NetClaim Multiskill - Global,11/3/2022,11/4/2022,9,0,13.45,8.87,,-4.58
230,NetClaim Multiskill - Global,11/3/2022,11/4/2022,9,15,16.02,9,,-7.02
231,NetClaim Multiskill - Global,11/3/2022,11/4/2022,9,30,16.97,10,,-6.97
232,NetClaim Multiskill - Global,11/3/2022,11/4/2022,9,45,15.07,9,,-6.07
233,NetClaim Multiskill - Global,11/3/2022,11/4/2022,10,0,19.19,11,,-8.19
234,NetClaim Multiskill - Global,11/3/2022,11/4/2022,10,15,18.64,10.8,,-7.84
235,NetClaim Multiskill - Global,11/3/2022,11/4/2022,10,30,22.22,12,,-10.22
236,NetClaim Multiskill - Global,11/3/2022,11/4/2022,10,45,21.95,14.67,,-7.28
237,NetClaim Multiskill - Global,11/3/2022,11/4/2022,11,0,22.49,15,,-7.49
238,NetClaim Multiskill - Global,11/3/2022,11/4/2022,11,15,23.16,15,,-8.16
239,NetClaim Multiskill - Global,11/3/2022,11/4/2022,11,30,25.8,17.4,,-8.4
240,NetClaim Multiskill - Global,11/3/2022,11/4/2022,11,45,27.82,19,,-8.82
241,NetClaim Multiskill - Global,11/3/2022,11/4/2022,12,0,27.12,18.13,,-8.99
242,NetClaim Multiskill - Global,11/3/2022,11/4/2022,12,15,26,17,,-9
243,NetClaim Multiskill - Global,11/3/2022,11/4/2022,12,30,26.99,18,,-8.99
244,NetClaim Multiskill - Global,11/3/2022,11/4/2022,12,45,24,15.93,,-8.07
245,NetClaim Multiskill - Global,11/3/2022,11/4/2022,13,0,26.6,16,,-10.6
246,NetClaim Multiskill - Global,11/3/2022,11/4/2022,13,15,32.29,21.8,,-10.49
247,NetClaim Multiskill - Global,11/3/2022,11/4/2022,13,30,30.58,18.87,,-11.71
248,NetClaim Multiskill - Global,11/3/2022,11/4/2022,13,45,30.05,18.8,,-11.25
249,NetClaim Multiskill - Global,11/3/2022,11/4/2022,14,0,29.87,21,,-8.87
250,NetClaim Multiskill - Global,11/3/2022,11/4/2022,14,15,32.68,22,,-10.68
251,NetClaim Multiskill - Global,11/3/2022,11/4/2022,14,30,30.42,21,,-9.42
252,NetClaim Multiskill - Global,11/3/2022,11/4/2022,14,45,28.48,21,,-7.48
253,NetClaim Multiskill - Global,11/3/2022,11/4/2022,15,0,29.08,21,,-8.08
254,NetClaim Multiskill - Global,11/3/2022,11/4/2022,15,15,27.4,18.27,,-9.13
255,NetClaim Multiskill - Global,11/3/2022,11/4/2022,15,30,28.66,21,,-7.66
256,NetClaim Multiskill - Global,11/3/2022,11/4/2022,15,45,30.56,22,,-8.56
257,NetClaim Multiskill - Global,11/3/2022,11/4/2022,16,0,29.7,23,,-6.7
258,NetClaim Multiskill - Global,11/3/2022,11/4/2022,16,15,26.53,21,,-5.53
259,NetClaim Multiskill - Global,11/3/2022,11/4/2022,16,30,24.77,20.53,,-4.24
260,NetClaim Multiskill - Global,11/3/2022,11/4/2022,16,45,26.82,22,,-4.82
261,NetClaim Multiskill - Global,11/3/2022,11/4/2022,17,0,23.09,20.93,,-2.16
262,NetClaim Multiskill - Global,11/3/2022,11/4/2022,17,15,19.84,18.33,,-1.51
263,NetClaim Multiskill - Global,11/3/2022,11/4/2022,17,30,17,17,,0
264,NetClaim Multiskill - Global,11/3/2022,11/4/2022,17,45,17,17,,0
265,NetClaim Multiskill - Global,11/3/2022,11/4/2022,18,0,17,17,,0
266,NetClaim Multiskill - Global,11/3/2022,11/4/2022,18,15,18.4,18.4,,0
267,NetClaim Multiskill - Global,11/3/2022,11/4/2022,18,30,18,18,,0
268,NetClaim Multiskill - Global,11/3/2022,11/4/2022,18,45,14.02,17,,2.98
269,NetClaim Multiskill - Global,11/3/2022,11/4/2022,19,0,14.73,14.73,,0
270,NetClaim Multiskill - Global,11/3/2022,11/4/2022,19,15,7.03,14.4,,7.37
271,NetClaim Multiskill - Global,11/3/2022,11/4/2022,19,30,8.94,13.67,,4.73
272,NetClaim Multiskill - Global,11/3/2022,11/4/2022,19,45,8.64,11.07,,2.43
