DisplaycName,dIntervalStart,nEnteredAcd,nAnsweredAcd,nAbandonedAcd,nFlowOutAcd,nHoldAcd,tHoldAcd,tTalkAcd,tAcw
CC Risk 1,3/4/2022 13:45,14,13,1,0,0,391,15305,1488
CC Risk 1,3/4/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:45,1,1,0,0,0,53,1173,72
CC Risk 1,3/4/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:45,0,0,0,0,0,0,0,16
CC Risk 1,3/4/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:45,6,6,0,0,0,0,3476,408
CC Risk 1,3/4/2022 13:45,0,0,0,0,0,0,236,303
CC Risk 1,3/4/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:45,0,0,0,0,0,0,774,103
CC Risk 1,3/4/2022 13:45,25,25,0,0,2,161,13799,2171
CC Risk 1,3/4/2022 13:45,1,1,0,0,0,0,1422,156
CC Risk 1,3/4/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:00,23,23,0,0,8,916,17211,1313
CC Risk 1,3/4/2022 14:00,1,1,0,0,0,0,1215,6
CC Risk 1,3/4/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:00,1,1,0,0,0,0,24,6
CC Risk 1,3/4/2022 14:00,1,1,0,0,0,0,149,0
CC Risk 1,3/4/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:00,1,1,0,0,0,0,13,6
CC Risk 1,3/4/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:00,2,2,0,0,1,105,4151,48
CC Risk 1,3/4/2022 14:00,0,0,0,0,0,0,0,6
CC Risk 1,3/4/2022 14:00,21,21,0,0,1,83,13818,2241
CC Risk 1,3/4/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:00,1,1,0,0,0,0,626,97
CC Risk 1,3/4/2022 14:00,1,1,0,0,1,153,753,168
CC Risk 1,3/4/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:00,3,3,0,0,0,0,1371,431
CC Risk 1,3/4/2022 14:00,1,1,0,0,0,0,31,0
CC Risk 1,3/4/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:15,3,3,0,0,1,337,2812,172
CC Risk 1,3/4/2022 14:15,1,1,0,0,1,181,803,516
CC Risk 1,3/4/2022 14:15,1,1,0,0,1,227,1434,0
CC Risk 1,3/4/2022 14:15,21,21,0,0,5,409,17008,1468
CC Risk 1,3/4/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:15,9,9,0,0,0,57,5634,367
CC Risk 1,3/4/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:15,0,0,0,0,0,0,331,31
CC Risk 1,3/4/2022 14:15,20,20,0,0,0,573,16857,1439
CC Risk 1,3/4/2022 14:15,1,1,0,0,0,0,537,0
CC Risk 1,3/4/2022 14:15,2,2,0,0,1,21,822,89
CC Risk 1,3/4/2022 14:30,28,28,0,0,5,465,17767,1896
CC Risk 1,3/4/2022 14:30,0,0,0,0,0,0,429,58
CC Risk 1,3/4/2022 14:30,2,2,0,0,1,257,2085,137
CC Risk 1,3/4/2022 14:30,2,2,0,0,0,0,326,123
CC Risk 1,3/4/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:30,2,2,0,0,0,0,331,145
CC Risk 1,3/4/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:30,7,6,0,0,0,0,9325,498
CC Risk 1,3/4/2022 14:30,16,16,0,0,3,470,17809,1464
CC Risk 1,3/4/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:30,1,1,0,0,0,0,1862,155
CC Risk 1,3/4/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:30,0,0,0,0,0,314,2481,99
CC Risk 1,3/4/2022 14:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:45,8,8,0,0,0,614,4177,100
CC Risk 1,3/4/2022 14:45,0,0,0,0,0,0,0,4
CC Risk 1,3/4/2022 14:45,0,0,0,0,0,0,1085,6
CC Risk 1,3/4/2022 14:45,20,20,0,0,6,588,17189,2463
CC Risk 1,3/4/2022 14:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:45,6,7,0,0,2,168,9939,372
CC Risk 1,3/4/2022 14:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 14:45,3,3,0,0,0,0,671,328
CC Risk 1,3/4/2022 14:45,28,28,0,0,4,497,16122,1520
CC Risk 1,3/4/2022 14:45,1,1,0,0,0,55,455,226
CC Risk 1,3/4/2022 15:00,28,28,0,0,3,459,21431,2211
CC Risk 1,3/4/2022 15:00,0,0,0,0,1,139,900,3
CC Risk 1,3/4/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:00,1,1,0,0,0,0,156,258
CC Risk 1,3/4/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:00,2,2,0,0,0,553,7508,400
CC Risk 1,3/4/2022 15:00,15,15,0,0,3,650,15428,1284
CC Risk 1,3/4/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:00,1,1,0,0,1,115,507,0
CC Risk 1,3/4/2022 15:00,0,0,0,0,0,20,487,153
CC Risk 1,3/4/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:00,5,5,0,0,1,104,4801,225
CC Risk 1,3/4/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:15,4,4,0,0,3,557,7508,85
CC Risk 1,3/4/2022 15:15,18,17,0,0,2,165,15950,1962
CC Risk 1,3/4/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:15,1,1,0,0,0,0,652,6
CC Risk 1,3/4/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:15,2,2,0,0,1,127,423,97
CC Risk 1,3/4/2022 15:15,3,3,0,0,0,0,4777,642
CC Risk 1,3/4/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:15,0,0,0,0,0,0,0,1
CC Risk 1,3/4/2022 15:15,21,21,0,0,2,352,17028,1222
CC Risk 1,3/4/2022 15:15,0,0,0,0,0,0,687,67
CC Risk 1,3/4/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:30,20,20,0,0,7,1322,17644,1470
CC Risk 1,3/4/2022 15:30,1,1,0,0,0,0,367,0
CC Risk 1,3/4/2022 15:30,1,1,0,0,0,0,296,37
CC Risk 1,3/4/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:30,1,1,0,0,0,0,520,170
CC Risk 1,3/4/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:30,3,3,0,0,1,1,5344,3
CC Risk 1,3/4/2022 15:30,1,1,0,0,0,0,435,0
CC Risk 1,3/4/2022 15:30,16,17,0,0,3,193,15338,2433
CC Risk 1,3/4/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:30,0,0,0,0,0,0,229,55
CC Risk 1,3/4/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:30,5,5,0,0,2,834,5946,875
CC Risk 1,3/4/2022 15:30,2,2,0,0,0,0,819,0
CC Risk 1,3/4/2022 15:30,2,2,0,0,0,0,95,101
CC Risk 1,3/4/2022 15:45,0,0,0,0,0,0,900,42
CC Risk 1,3/4/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:45,3,3,0,0,0,0,1467,550
CC Risk 1,3/4/2022 15:45,0,0,0,0,0,0,279,258
CC Risk 1,3/4/2022 15:45,17,17,0,0,1,444,14834,1549
CC Risk 1,3/4/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:45,1,1,0,0,0,0,226,112
CC Risk 1,3/4/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:45,1,1,0,0,0,0,545,32
CC Risk 1,3/4/2022 15:45,5,5,0,0,0,0,5637,546
CC Risk 1,3/4/2022 15:45,0,0,0,0,0,0,236,6
CC Risk 1,3/4/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 15:45,21,21,0,0,1,345,17080,1086
CC Risk 1,3/4/2022 15:45,0,0,0,0,0,0,442,69
CC Risk 1,3/4/2022 15:45,6,6,0,0,0,0,1508,441
CC Risk 1,3/4/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:00,24,24,0,0,2,172,20973,1770
CC Risk 1,3/4/2022 16:00,3,2,0,0,0,0,624,232
CC Risk 1,3/4/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:00,1,1,0,0,1,96,1200,238
CC Risk 1,3/4/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:00,6,6,0,0,0,0,4914,247
CC Risk 1,3/4/2022 16:00,2,2,0,0,0,0,180,227
CC Risk 1,3/4/2022 16:00,13,13,0,0,0,0,12099,1697
CC Risk 1,3/4/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:00,4,4,0,0,0,0,1672,212
CC Risk 1,3/4/2022 16:00,1,1,0,0,0,0,204,204
CC Risk 1,3/4/2022 16:00,1,1,0,0,0,0,1202,6
CC Risk 1,3/4/2022 16:15,2,2,0,0,1,52,1236,126
CC Risk 1,3/4/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:15,2,2,0,0,0,0,1500,130
CC Risk 1,3/4/2022 16:15,16,16,0,0,3,660,11270,1407
CC Risk 1,3/4/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:15,1,1,0,0,0,0,327,158
CC Risk 1,3/4/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:15,9,9,0,0,0,0,5806,653
CC Risk 1,3/4/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:15,1,1,0,0,0,0,67,98
CC Risk 1,3/4/2022 16:15,1,1,0,0,0,0,72,242
CC Risk 1,3/4/2022 16:15,18,18,0,0,5,659,19836,1922
CC Risk 1,3/4/2022 16:15,3,4,0,0,1,36,1981,110
CC Risk 1,3/4/2022 16:30,15,15,0,0,1,264,12060,2117
CC Risk 1,3/4/2022 16:30,2,2,0,0,0,53,2387,282
CC Risk 1,3/4/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:30,4,4,0,0,1,63,4849,471
CC Risk 1,3/4/2022 16:30,15,14,0,0,2,202,13786,1279
CC Risk 1,3/4/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:30,0,0,0,0,0,0,0,2
CC Risk 1,3/4/2022 16:30,1,1,0,0,0,0,167,6
CC Risk 1,3/4/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:30,2,2,0,0,0,0,964,68
CC Risk 1,3/4/2022 16:30,0,0,0,0,0,0,0,1
CC Risk 1,3/4/2022 16:30,1,1,0,0,0,0,18,96
CC Risk 1,3/4/2022 16:30,0,0,0,0,1,29,495,137
CC Risk 1,3/4/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:45,1,1,0,0,0,0,63,6
CC Risk 1,3/4/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:45,1,1,0,0,0,0,1559,148
CC Risk 1,3/4/2022 16:45,16,15,0,0,3,512,15260,1659
CC Risk 1,3/4/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:45,1,1,0,0,0,0,815,0
CC Risk 1,3/4/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:45,2,2,0,0,0,0,306,122
CC Risk 1,3/4/2022 16:45,4,4,0,0,1,459,3171,310
CC Risk 1,3/4/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 16:45,1,1,0,0,0,0,76,82
CC Risk 1,3/4/2022 16:45,4,4,0,0,0,0,351,306
CC Risk 1,3/4/2022 16:45,1,1,0,0,0,0,841,0
CC Risk 1,3/4/2022 16:45,15,15,0,0,4,614,11869,1328
CC Risk 1,3/4/2022 16:45,1,1,0,0,1,333,643,0
CC Risk 1,3/4/2022 16:45,2,2,0,0,0,0,1620,313
CC Risk 1,3/4/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:00,14,14,0,0,2,319,12503,1642
CC Risk 1,3/4/2022 17:00,0,0,0,0,0,179,900,0
CC Risk 1,3/4/2022 17:00,1,1,0,0,0,0,1098,0
CC Risk 1,3/4/2022 17:00,1,1,0,0,0,0,90,269
CC Risk 1,3/4/2022 17:00,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:00,0,0,0,0,0,0,290,6
CC Risk 1,3/4/2022 17:00,3,3,0,0,1,379,3000,89
CC Risk 1,3/4/2022 17:00,16,16,0,0,3,551,13315,1705
CC Risk 1,3/4/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:00,0,0,0,0,0,0,31,69
CC Risk 1,3/4/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:00,4,4,0,0,1,4,924,198
CC Risk 1,3/4/2022 17:00,1,1,0,0,0,0,43,110
CC Risk 1,3/4/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:15,3,3,0,0,0,0,1620,145
CC Risk 1,3/4/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:15,1,1,0,0,0,0,204,151
CC Risk 1,3/4/2022 17:15,1,1,0,0,0,0,368,0
CC Risk 1,3/4/2022 17:15,10,10,1,0,1,114,12203,665
CC Risk 1,3/4/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:15,1,1,0,0,0,48,3364,56
CC Risk 1,3/4/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:15,0,0,0,0,0,0,0,3
CC Risk 1,3/4/2022 17:15,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 17:15,9,9,0,0,0,0,8179,619
CC Risk 1,3/4/2022 17:15,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 17:15,0,0,0,0,0,0,940,92
CC Risk 1,3/4/2022 17:30,19,18,0,0,2,277,10785,652
CC Risk 1,3/4/2022 17:30,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 17:30,0,0,0,0,0,0,704,62
CC Risk 1,3/4/2022 17:30,0,0,0,0,0,0,475,6
CC Risk 1,3/4/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:30,1,1,0,0,0,22,1549,199
CC Risk 1,3/4/2022 17:30,10,10,1,0,2,372,12315,1186
CC Risk 1,3/4/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:30,0,0,0,0,0,0,0,30
CC Risk 1,3/4/2022 17:30,3,3,0,0,0,0,1368,6
CC Risk 1,3/4/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:30,1,1,0,0,0,0,1769,6
CC Risk 1,3/4/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:45,0,0,0,0,0,0,1603,17
CC Risk 1,3/4/2022 17:45,1,1,0,0,0,0,655,0
CC Risk 1,3/4/2022 17:45,2,2,0,0,1,141,2261,164
CC Risk 1,3/4/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:45,9,7,1,0,2,328,9893,888
CC Risk 1,3/4/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:45,1,1,0,0,1,147,536,3
CC Risk 1,3/4/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:45,1,1,0,0,0,0,1230,16
CC Risk 1,3/4/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 17:45,1,1,0,0,0,0,16,0
CC Risk 1,3/4/2022 17:45,3,3,0,0,0,0,69,384
CC Risk 1,3/4/2022 17:45,1,1,0,0,0,0,244,27
CC Risk 1,3/4/2022 17:45,15,16,0,0,0,0,12448,1021
CC Risk 1,3/4/2022 17:45,0,0,0,0,0,0,237,6
CC Risk 1,3/4/2022 18:00,12,12,0,0,0,0,9655,921
CC Risk 1,3/4/2022 18:00,1,1,0,0,0,0,808,0
CC Risk 1,3/4/2022 18:00,0,0,0,0,0,0,0,198
CC Risk 1,3/4/2022 18:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:00,2,2,0,0,0,0,276,106
CC Risk 1,3/4/2022 18:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:00,4,4,0,0,0,0,1813,95
CC Risk 1,3/4/2022 18:00,7,8,0,0,3,466,7049,1233
CC Risk 1,3/4/2022 18:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:00,1,1,0,0,0,0,2107,28
CC Risk 1,3/4/2022 18:00,0,0,0,0,0,0,134,2
CC Risk 1,3/4/2022 18:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:15,1,1,0,0,0,0,205,98
CC Risk 1,3/4/2022 18:15,0,0,0,0,0,0,709,45
CC Risk 1,3/4/2022 18:15,6,6,0,0,1,28,5253,591
CC Risk 1,3/4/2022 18:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:15,3,3,0,0,0,0,3229,283
CC Risk 1,3/4/2022 18:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:15,1,1,0,0,0,0,6,62
CC Risk 1,3/4/2022 18:15,20,20,0,0,0,0,9727,855
CC Risk 1,3/4/2022 18:15,1,1,0,0,0,0,873,55
CC Risk 1,3/4/2022 18:30,10,10,0,0,1,66,9638,939
CC Risk 1,3/4/2022 18:30,3,3,0,0,0,0,1102,259
CC Risk 1,3/4/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:30,1,1,0,0,0,0,250,90
CC Risk 1,3/4/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:30,1,1,0,0,0,0,3392,220
CC Risk 1,3/4/2022 18:30,6,5,1,0,4,647,5131,542
CC Risk 1,3/4/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:30,1,1,0,0,0,0,446,140
CC Risk 1,3/4/2022 18:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:45,9,7,0,0,1,315,5797,403
CC Risk 1,3/4/2022 18:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:45,1,1,0,0,0,0,2306,9
CC Risk 1,3/4/2022 18:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 18:45,10,10,0,0,0,0,6416,686
CC Risk 1,3/4/2022 18:45,1,1,0,0,0,0,1460,176
CC Risk 1,3/4/2022 19:00,17,17,0,0,1,60,7598,780
CC Risk 1,3/4/2022 19:00,1,1,0,0,0,0,817,6
CC Risk 1,3/4/2022 19:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 19:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 19:00,0,0,0,0,0,0,0,13
CC Risk 1,3/4/2022 19:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 19:00,1,1,0,0,0,0,1442,236
CC Risk 1,3/4/2022 19:00,4,6,0,0,2,212,6746,893
CC Risk 1,3/4/2022 19:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 19:00,1,1,0,0,0,0,348,0
CC Risk 1,3/4/2022 19:15,3,3,0,0,1,353,4438,275
CC Risk 1,3/4/2022 19:15,0,0,0,0,0,0,577,6
CC Risk 1,3/4/2022 19:15,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 19:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 19:15,1,1,0,0,0,0,878,0
CC Risk 1,3/4/2022 19:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 19:15,11,9,1,0,1,116,9345,453
CC Risk 1,3/4/2022 19:15,0,0,0,0,0,0,553,97
CC Risk 1,3/4/2022 19:30,7,7,1,0,2,215,9452,471
CC Risk 1,3/4/2022 19:30,0,0,0,0,0,0,0,8
CC Risk 1,3/4/2022 19:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 19:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 19:30,1,1,0,0,0,0,393,223
CC Risk 1,3/4/2022 19:30,1,1,0,0,0,0,1260,4
CC Risk 1,3/4/2022 19:30,2,2,0,0,0,0,2301,340
CC Risk 1,3/4/2022 19:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 19:30,0,0,0,0,0,0,0,116
CC Risk 1,3/4/2022 19:45,4,4,0,0,1,160,2351,7
CC Risk 1,3/4/2022 19:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 19:45,0,0,0,0,0,0,1732,58
CC Risk 1,3/4/2022 19:45,0,0,0,0,0,0,900,323
CC Risk 1,3/4/2022 19:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 19:45,5,3,2,0,0,0,3483,419
CC Risk 1,3/4/2022 19:45,1,1,0,0,0,0,160,0
CC Risk 1,3/4/2022 20:00,8,7,1,0,1,54,4066,501
CC Risk 1,3/4/2022 20:00,1,1,0,0,1,150,1300,6
CC Risk 1,3/4/2022 20:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 20:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 20:00,1,1,0,0,0,0,632,3
CC Risk 1,3/4/2022 20:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 20:00,1,1,0,0,0,0,982,0
CC Risk 1,3/4/2022 20:00,4,4,0,0,3,774,2171,428
CC Risk 1,3/4/2022 20:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 20:15,10,9,0,0,1,169,4470,420
CC Risk 1,3/4/2022 20:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 20:15,0,0,0,0,0,0,249,111
CC Risk 1,3/4/2022 20:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 20:15,1,1,0,0,1,152,1755,0
CC Risk 1,3/4/2022 20:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 20:15,8,8,0,0,1,233,3997,740
CC Risk 1,3/4/2022 20:15,1,1,0,0,0,0,825,105
CC Risk 1,3/4/2022 20:30,4,4,0,0,0,0,2593,368
CC Risk 1,3/4/2022 20:30,1,1,0,0,0,0,744,0
CC Risk 1,3/4/2022 20:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 20:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 20:30,2,2,0,0,0,0,1965,18
CC Risk 1,3/4/2022 20:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 20:30,3,4,0,0,0,0,5106,821
CC Risk 1,3/4/2022 20:45,2,2,0,0,0,0,2648,737
CC Risk 1,3/4/2022 20:45,0,0,0,0,0,0,662,67
CC Risk 1,3/4/2022 20:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 20:45,2,2,0,0,0,0,2188,6
CC Risk 1,3/4/2022 20:45,0,0,0,0,0,0,99,6
CC Risk 1,3/4/2022 21:00,6,6,0,0,0,0,4073,106
CC Risk 1,3/4/2022 21:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 21:00,4,4,0,0,0,0,1597,94
CC Risk 1,3/4/2022 21:15,3,3,0,0,1,63,2800,391
CC Risk 1,3/4/2022 21:15,1,1,0,0,1,140,890,0
CC Risk 1,3/4/2022 21:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 21:15,1,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 21:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 21:15,10,6,1,0,0,0,6214,396
CC Risk 1,3/4/2022 21:15,1,1,0,0,0,0,440,0
CC Risk 1,3/4/2022 21:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 21:30,5,7,1,0,0,0,5934,662
CC Risk 1,3/4/2022 21:30,1,1,0,0,0,0,567,139
CC Risk 1,3/4/2022 21:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 21:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 21:30,1,2,0,0,0,0,877,0
CC Risk 1,3/4/2022 21:30,1,1,0,0,0,0,535,573
CC Risk 1,3/4/2022 21:30,0,0,0,0,0,0,510,6
CC Risk 1,3/4/2022 21:45,3,3,0,0,1,4,1695,365
CC Risk 1,3/4/2022 21:45,1,1,0,0,0,0,15,0
CC Risk 1,3/4/2022 21:45,0,0,0,0,0,0,901,12
CC Risk 1,3/4/2022 21:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 21:45,6,6,0,0,1,91,4020,618
CC Risk 1,3/4/2022 21:45,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 21:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 22:00,4,4,0,0,2,254,3600,269
CC Risk 1,3/4/2022 22:00,0,0,0,0,0,0,249,6
CC Risk 1,3/4/2022 22:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 22:00,1,1,0,0,0,0,29,107
CC Risk 1,3/4/2022 22:00,2,2,0,0,0,147,1502,98
CC Risk 1,3/4/2022 22:00,0,0,0,0,0,0,216,0
CC Risk 1,3/4/2022 22:00,0,0,0,0,0,0,0,0
